2 0.00 
3 13.12 
4 13.12 
5 3.19 
6 3.19 
7 3.19 
8 8.12 
9 8.12 
10 3.19 
11 11.21 
12 18.37 
13 21.72 
14 6.54 
15 4.48 
16 6.49 
17 27.20 
18 27.20 
19 27.20 
20 27.20 
21 27.20 
22 17.70 
23 15.64 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 135.48 1.0
2 55.67 1.0
3 0.00 0.0
4 41.72 1.0
5 0.00 0.0
6 29.45 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 9.52 
5 9.52 
6 9.52 
* end dispatch *
DISPATCH 18
loads:
1 0.00 
2 0.00 
3 13.02 
4 13.02 
5 3.16 
6 3.16 
7 3.16 
8 8.06 
9 8.06 
10 3.16 
11 11.12 
12 18.23 
13 21.55 
14 6.49 
15 4.45 
16 6.44 
17 26.99 
18 26.99 
19 26.99 
20 26.99 
21 26.99 
22 17.56 
23 15.51 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 135.48 1.0
2 55.67 1.0
3 0.00 0.0
4 41.72 1.0
5 0.00 0.0
6 29.45 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 13.19 
5 13.19 
6 13.19 
* end dispatch *
DISPATCH 19
loads:
1 0.00 
2 0.00 
3 12.86 
4 12.86 
5 3.12 
6 3.12 
7 3.12 
8 7.96 
9 7.96 
10 3.12 
11 10.98 
12 18.00 
13 21.27 
14 6.40 
15 4.39 
16 6.36 
17 26.64 
18 26.64 
19 26.64 
20 26.64 
21 26.64 
22 17.34 
23 15.32 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 147.00 1.0
2 47.36 1.0
3 0.00 0.0
4 35.49 1.0
5 0.00 0.0
6 30.08 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 11.79 
5 11.79 
6 11.79 
* end dispatch *
DISPATCH 20
loads:
1 0.00 
2 0.00 
3 12.75 
4 12.75 
5 3.10 
6 3.10 
7 3.10 
8 7.89 
9 7.89 
10 3.10 
11 10.89 
12 17.85 
13 21.10 
14 6.35 
15 4.35 
16 6.31 
17 26.43 
18 26.43 
19 26.43 
20 26.43 
21 26.43 
22 17.20 
23 15.19 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 147.00 1.0
2 47.36 1.0
3 0.00 0.0
4 35.49 1.0
5 0.00 0.0
6 30.08 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 11.95 
5 11.95 
6 11.95 
* end dispatch *
DISPATCH 21
loads:
1 0.00 
2 0.00 
3 12.70 
4 12.70 
5 3.08 
6 3.08 
7 3.08 
8 7.86 
9 7.86 
10 3.08 
11 10.85 
12 17.77 
13 21.01 
14 6.32 
15 4.33 
16 6.28 
17 26.31 
18 26.31 
19 26.31 
20 26.31 
21 26.31 
22 17.12 
23 15.12 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 147.00 1.0
2 47.36 1.0
3 0.00 0.0
4 35.49 1.0
5 0.00 0.0
6 30.08 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 7.49 
5 7.49 
6 7.49 
* end dispatch *
DISPATCH 22
loads:
1 0.00 
2 0.00 
3 12.69 
4 12.69 
5 3.08 
6 3.08 
7 3.08 
8 7.86 
9 7.86 
10 3.08 
11 10.84 
12 17.76 
13 21.00 
14 6.32 
15 4.33 
16 6.28 
17 26.30 
18 26.30 
19 26.30 
20 26.30 
21 26.30 
22 17.11 
23 15.12 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 147.00 1.0
2 47.36 1.0
3 0.00 0.0
4 35.49 1.0
5 0.00 0.0
6 30.08 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 7.86 
5 7.86 
6 7.86 
* end dispatch *
DISPATCH 23
loads:
1 0.00 
2 0.00 
3 12.58 
4 12.58 
5 3.06 
6 3.06 
7 3.06 
8 7.79 
9 7.79 
10 3.06 
11 10.75 
12 17.61 
13 20.82 
14 6.27 
15 4.30 
16 6.22 
17 26.08 
18 26.08 
19 26.08 
20 26.08 
21 26.08 
22 16.97 
23 14.99 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 147.00 1.0
2 47.36 1.0
3 0.00 0.0
4 35.49 1.0
5 0.00 0.0
6 30.08 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 8.69 
5 8.69 
6 8.69 
* end dispatch *
DISPATCH 24
loads:
1 0.00 
2 0.00 
3 12.58 
4 12.58 
5 3.06 
6 3.06 
7 3.06 
8 7.79 
9 7.79 
10 3.06 
11 10.75 
12 17.61 
13 20.82 
14 6.27 
15 4.30 
16 6.22 
17 26.08 
18 26.08 
19 26.08 
20 26.08 
21 26.08 
22 16.97 
23 14.99 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 147.00 1.0
2 47.36 1.0
3 0.00 0.0
4 35.49 1.0
5 0.00 0.0
6 30.08 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 11.56 
5 11.56 
6 11.56 
* end dispatch *
DISPATCH 25
loads:
1 0.00 
2 0.00 
3 12.45 
4 12.45 
5 3.03 
6 3.03 
7 3.03 
8 7.71 
9 7.71 
10 3.03 
11 10.64 
12 17.43 
13 20.61 
14 6.20 
15 4.25 
16 6.16 
17 25.81 
18 25.81 
19 25.81 
20 25.81 
21 25.81 
22 16.79 
23 14.84 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 140.00 1.0
2 47.73 1.0
3 0.00 0.0
4 35.77 1.0
5 0.00 0.0
6 31.21 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 12.32 
5 12.32 
6 12.32 
* end dispatch *
DISPATCH 26
loads:
1 0.00 
2 0.00 
3 12.47 
4 12.47 
5 3.03 
6 3.03 
7 3.03 
8 7.72 
9 7.72 
10 3.03 
11 10.65 
12 17.46 
13 20.64 
14 6.21 
15 4.26 
16 6.17 
17 25.85 
18 25.85 
19 25.85 
20 25.85 
21 25.85 
22 16.82 
23 14.86 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 140.00 1.0
2 47.73 1.0
3 0.00 0.0
4 35.77 1.0
5 0.00 0.0
6 31.21 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 11.59 
5 11.59 
6 11.59 
* end dispatch *
DISPATCH 27
loads:
1 0.00 
2 0.00 
3 12.62 
4 12.62 
5 3.07 
6 3.07 
7 3.07 
8 7.81 
9 7.81 
10 3.07 
11 10.78 
12 17.67 
13 20.89 
14 6.29 
15 4.31 
16 6.24 
17 26.16 
18 26.16 
19 26.16 
20 26.16 
21 26.16 
22 17.02 
23 15.04 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 140.00 1.0
2 47.73 1.0
3 0.00 0.0
4 35.77 1.0
5 0.00 0.0
6 31.21 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 12.62 
5 12.62 
6 12.62 
* end dispatch *
DISPATCH 28
loads:
1 0.00 
2 0.00 
3 12.40 
4 12.40 
5 3.01 
6 3.01 
7 3.01 
8 7.67 
9 7.67 
10 3.01 
11 10.59 
12 17.35 
13 20.51 
14 6.17 
15 4.23 
16 6.13 
17 25.69 
18 25.69 
19 25.69 
20 25.69 
21 25.69 
22 16.72 
23 14.77 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 140.00 1.0
2 47.73 1.0
3 0.00 0.0
4 35.77 1.0
5 0.00 0.0
6 31.21 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 7.76 
5 7.76 
6 7.76 
* end dispatch *
DISPATCH 29
loads:
1 0.00 
2 0.00 
3 12.40 
4 12.40 
5 3.01 
6 3.01 
7 3.01 
8 7.67 
9 7.67 
10 3.01 
11 10.59 
12 17.35 
13 20.51 
14 6.17 
15 4.23 
16 6.13 
17 25.69 
18 25.69 
19 25.69 
20 25.69 
21 25.69 
22 16.72 
23 14.77 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 140.00 1.0
2 47.73 1.0
3 0.00 0.0
4 35.77 1.0
5 0.00 0.0
6 31.21 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 8.52 
5 8.52 
6 8.52 
* end dispatch *
DISPATCH 30
loads:
1 0.00 
2 0.00 
3 12.35 
4 12.35 
5 3.00 
6 3.00 
7 3.00 
8 7.64 
9 7.64 
10 3.00 
11 10.55 
12 17.28 
13 20.43 
14 6.15 
15 4.22 
16 6.11 
17 25.59 
18 25.59 
19 25.59 
20 25.59 
21 25.59 
22 16.65 
23 14.71 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 140.00 1.0
2 47.73 1.0
3 0.00 0.0
4 35.77 1.0
5 0.00 0.0
6 31.21 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 6.19 
5 6.19 
6 6.19 
* end dispatch *
DISPATCH 31
loads:
1 0.00 
2 0.00 
3 12.38 
4 12.38 
5 3.01 
6 3.01 
7 3.01 
8 7.66 
9 7.66 
10 3.01 
11 10.57 
12 17.33 
13 20.48 
14 6.17 
15 4.23 
16 6.12 
17 25.65 
18 25.65 
19 25.65 
20 25.65 
21 25.65 
22 16.69 
23 14.75 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 136.06 1.0
2 55.60 1.0
3 0.00 0.0
4 41.66 1.0
5 0.00 0.0
6 32.32 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 4.26 
5 4.26 
6 4.26 
* end dispatch *
DISPATCH 32
loads:
1 0.00 
2 0.00 
3 12.36 
4 12.36 
5 3.00 
6 3.00 
7 3.00 
8 7.65 
9 7.65 
10 3.00 
11 10.56 
12 17.30 
13 20.45 
14 6.16 
15 4.22 
16 6.11 
17 25.62 
18 25.62 
19 25.62 
20 25.62 
21 25.62 
22 16.67 
23 14.72 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 136.06 1.0
2 55.60 1.0
3 0.00 0.0
4 41.66 1.0
5 0.00 0.0
6 32.32 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 4.16 
5 4.16 
6 4.16 
* end dispatch *
DISPATCH 33
loads:
1 0.00 
2 0.00 
3 12.53 
4 12.53 
5 3.04 
6 3.04 
7 3.04 
8 7.75 
9 7.75 
10 3.04 
11 10.70 
12 17.53 
13 20.72 
14 6.24 
15 4.28 
16 6.19 
17 25.96 
18 25.96 
19 25.96 
20 25.96 
21 25.96 
22 16.89 
23 14.92 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 136.06 1.0
2 55.60 1.0
3 0.00 0.0
4 41.66 1.0
5 0.00 0.0
6 32.32 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 4.56 
5 4.56 
6 4.56 
* end dispatch *
DISPATCH 34
loads:
1 0.00 
2 0.00 
3 12.53 
4 12.53 
5 3.04 
6 3.04 
7 3.04 
8 7.75 
9 7.75 
10 3.04 
11 10.70 
12 17.53 
13 20.72 
14 6.24 
15 4.28 
16 6.19 
17 25.96 
18 25.96 
19 25.96 
20 25.96 
21 25.96 
22 16.89 
23 14.92 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 136.06 1.0
2 55.60 1.0
3 0.00 0.0
4 41.66 1.0
5 0.00 0.0
6 32.32 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 4.33 
5 4.33 
6 4.33 
* end dispatch *
DISPATCH 35
loads:
1 0.00 
2 0.00 
3 12.58 
4 12.58 
5 3.06 
6 3.06 
7 3.06 
8 7.79 
9 7.79 
10 3.06 
11 10.75 
12 17.61 
13 20.81 
14 6.27 
15 4.30 
16 6.22 
17 26.07 
18 26.07 
19 26.07 
20 26.07 
21 26.07 
22 16.96 
23 14.99 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 136.06 1.0
2 55.60 1.0
3 0.00 0.0
4 41.66 1.0
5 0.00 0.0
6 32.32 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 6.53 
5 6.53 
6 6.53 
* end dispatch *
DISPATCH 36
loads:
1 0.00 
2 0.00 
3 12.70 
4 12.70 
5 3.09 
6 3.09 
7 3.09 
8 7.86 
9 7.86 
10 3.09 
11 10.85 
12 17.78 
13 21.01 
14 6.33 
15 4.34 
16 6.28 
17 26.32 
18 26.32 
19 26.32 
20 26.32 
21 26.32 
22 17.13 
23 15.13 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 136.06 1.0
2 55.60 1.0
3 0.00 0.0
4 41.66 1.0
5 0.00 0.0
6 32.32 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 7.36 
5 7.36 
6 7.36 
* end dispatch *
DISPATCH 37
loads:
1 0.00 
2 0.00 
3 12.88 
4 12.88 
5 3.13 
6 3.13 
7 3.13 
8 7.97 
9 7.97 
10 3.13 
11 11.00 
12 18.03 
13 21.31 
14 6.42 
15 4.40 
16 6.37 
17 26.69 
18 26.69 
19 26.69 
20 26.69 
21 26.69 
22 17.37 
23 15.34 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 112.92 1.0
2 56.45 1.0
3 0.00 0.0
4 42.30 1.0
5 0.00 0.0
6 33.02 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 9.19 
5 9.19 
6 9.19 
* end dispatch *
DISPATCH 38
loads:
1 0.00 
2 0.00 
3 12.78 
4 12.78 
5 3.10 
6 3.10 
7 3.10 
8 7.91 
9 7.91 
10 3.10 
11 10.91 
12 17.88 
13 21.14 
14 6.36 
15 4.36 
16 6.32 
17 26.48 
18 26.48 
19 26.48 
20 26.48 
21 26.48 
22 17.23 
23 15.22 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 112.92 1.0
2 56.45 1.0
3 0.00 0.0
4 42.30 1.0
5 0.00 0.0
6 33.02 1.0
lambda:
1 60.0 
2 30.0 
3 30.0 
4 30.0 
5 30.0 
6 30.0 
assets:
4 11.32 
5 11.32 
6 11.32 
* end dispatch *
DISPATCH 39
loads:
1 0.00 
2 0.00 
3 12.82 
4 12.82 
5 3.11 
6 3.11 
7 3.11 
8 7.93 
9 7.93 
10 3.11 
11 10.95 
12 17.94 
13 21.21 
14 6.38 
15 4.38 
16 6.34 
17 26.56 
18 26.56 
19 26.56 
20 26.56 
21 26.56 
22 17.28 
23 15.27 
24 0.00 
25 0.00 
26 0.00 
27 0.00 
28 0.00 
29 0.00 
Pref:
1 112.92 1.0
2 56.45 1.0
3 0.00 0.0
4 42.30 1.0
5 0.00 0.0
6 33.02 1.0
